matchStatus	name	matchedBuffIds	matchedOfficialTechnicIds	parsedStats	unparsedNotes	equipmentNames	info	sourcePage	sourceFile
matched	ワーカー ソウル	technic-12223	12223		数値効果を自動抽出できませんでした	セクシー オーバーオール / オーバーオール ショートパンツ	採取系の命中率と所持可能重量が大幅に上昇して、攻撃力依存のダメージが少し上昇する ※WarAgeでは効果がない 採集系の命中率が1.35倍上がる 最大重量が125%になる 攻撃力が上昇するわけではなくダメージそのものが10%増加する。 魔力やスキル依存の攻撃には効果がない。 採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	湧き上がる幸せ	technic-9568	9568		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	スパークリング ワイン ボトル	喉の乾きを抑えて、酩酊技の効果を少しだけ増加する 専用技『 Ｃ.Ｐ.Ｆ 』が使用できる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	惑星	technic-8768	8768		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	サターン リング	移動モーションが変化し、落下速度が軽減される ※WarAgeでは効果が無い	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	鷲の戦士	technic-8820	8820	攻撃ディレイ-5		鷲の羽根飾り / グリフォンの腰当て / イーグル ショルダーガード	回避率が5%上昇し、攻撃後のディレイが少し短縮される ※WarAgeでは効果が無い 攻撃ディレイ-5相当 他のディレイ短縮効果と併用可能	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	エイシスの青い天使さん	technic-13132	13132		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ちいずのバトハン	魔力の30%を攻撃力に加算して、鳥系に対して特攻効果が付与される	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	強化の魔石	technic-13475	13475	魔力%3% / 強化魔法:スキル+10		ノーブル ジャボ	魔力と強化魔法の効果が上昇する ※WarAgeでは効果がない 魔力+3%、強化魔法テクニックの効果がスキル+10相当される 強化魔法効果アップの併用関係は アイテム/追加効果/併用#強化魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	東奔西走	technic-13474	13474	速度%10% / 速度1 / 回避%10% / 回避1		裁着袴	ジャンプ力、回避、移動速度が上昇する ※WarAgeでは効果がない 回避+10%、移動速度+10%	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	和洋折衷	technic-13476	13476	HP%5% / MP%5% / 攻撃力%3% / 魔力%3%		マガレイト ウィッグ / ギブソンタック ウィッグ / 和風の外套	最大HPと攻撃力、最大MPと魔力がそれぞれ上昇する ※WarAgeでは効果がない HPMP+5%、攻撃魔力+3%	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	神獣青龍の加護	technic-13397	13397	魔力%3% / 破壊魔法:スキル+5		異界の神獣青龍	破壊魔法と魔力の効果が上昇する ※WarAgeでは効果がない 魔力+3%、破壊魔法テクニックの効果がスキル+5相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	神獣白虎の加護	technic-13398	13398	魔法ディレイ-5 / 破壊魔法:スキル+5		異界の神獣白虎	破壊魔法の効果が上昇して、魔法ディレイが短縮される ※WarAgeでは効果がない 魔法ディレイ-5、破壊魔法テクニックの効果がスキル+5相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	神獣玄武の加護	technic-13399	13399	破壊魔法:スキル+5		異界の神獣玄武	破壊魔法の効果が上昇して、アイテムの重さが軽くなる ※WarAgeでは効果がない 現在所持重量-20%、破壊魔法テクニックの効果がスキル+5相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	神獣朱雀の加護	technic-13396	13396	破壊魔法:スキル+5	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	異界の神獣朱雀	破壊魔法の効果が上昇して、ダメージを受けた際に低確率で、 一度だけ自動で完全復活することができる『 転生の炎 』が付与される ※WarAgeでは効果がない 転生の炎の詳細は 不死鳥の加護 の方を参照 破壊魔法テクニックの効果がスキル+5相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	アウリオール	technic-13400	13400	最大重量40	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	異界の神器	ステータスダウン効果を打ち消し、最大所持重量が増加する 専用技『 オリジン・フォース 』が使用可能になる ※WarAgeでは効果がない 最大重量+40.0	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	オーリ・オール	technic-13401	13401	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	輝く環	物理ダメージを25%の確率で50%反射し、落下速度が低下、移動速度が上昇する ※WarAgeでは効果がない 落下速度30%低下、移動速度+20.0、移動モーション変化	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	異界の魔力炉心	technic-13402	13402		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	異界の天眼	最大MPが15%上昇して、専用技『 異界の魔力 』が使用可能になる ※WarAgeでは効果がない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	竜王の加護	technic-13478	13478	ST自然回復/分56.25/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ドラゴニック ウィッグ / ドラゴニック ウイング	竜王の加護により魔法の威力が増加して、スタミナの自然回復量が上昇する 専用技『 アンリミテッド フォース 』が使用可能になる ※WarAgeでは効果がない 1分間にSTが56.25回復する(1フレーム当たり0.015) 実装週のみ不具合で10倍の速度で回復していた 魔力やスキル効果が上昇するわけではなくダメージそのものが約10%増加する。 効果対象の詳細は 魔法攻撃ダメージアップ を参照 魔法攻撃ダメージアップ(魔法与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#魔法攻撃ダメージアップ(魔法与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	竜王の腕	technic-13477	13477	攻撃力%3%		ドラゴニック ガントレット	竜の如き腕力で敵を粉砕する ※攻撃力とクリティカル率が上昇し、攻撃力依存の物理ダメージが増加する ※WarAgeでは効果がない 攻撃力+3%、クリティカル率上昇+10% クリティカル率併用関係は アイテム/追加効果/併用2#クリティカル率 を参照 さらにダメージそのものが約10%増加する。 魔力やスキル依存の攻撃には効果がなく、採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	エルフの加護	technic-13481	13481	魔力%3% / MP%5% / 風属性:属性ダメージ%10%		エルフイヤー ウィッグ	魔力と最大MPが上昇して、風属性のダメージが増加する ※WarAgeでは効果がない 最大MP+5%、魔力+3% 風属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、 効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 風属性効果アップの効果対象は アイテム/追加効果/検証#風属性ダメージアップ を参照 風属性効果アップの併用関係は アイテム/追加効果/併用2#風属性ダメージアップ を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	栄光の輝き	technic-13482	13482	無属性:属性ダメージ%20%		栄光のティアラ	耐全属性が10%上昇して、無属性の魔法ダメージが増加する ※WarAgeでは効果がない 無属性の技や魔法の効果が上昇する(なぜか魔法ダメージと記述されてるがバフなどにも効果はある) 効果量（ダメージ増加量）は約20%(シャウトなどは10%？) 効果時間には影響しないものが大半(一部増加するものもある)、 効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 無属性効果アップの効果対象は アイテム/追加効果/検証#無属性効果アップ を参照 無属性効果アップの併用関係は アイテム/追加効果/併用2#無属性効果アップ を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	炎の魔剣	technic-13394	13394	火属性:属性ダメージ%10%		レーヴァテイン	火属性のダメージが増加し、通常攻撃がHITした際に、炎魔法による追加ダメージを与える ※WarAgeでは効果がない 火属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 火属性効果アップの効果対象は アイテム/追加効果/検証#火属性ダメージアップ を参照 火属性効果アップの併用関係は アイテム/追加効果/併用2#火属性ダメージアップ を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	必中の神槍	technic-13483	13483		数値効果を自動抽出できませんでした	グングニール	通常攻撃HIT時に直線上へ必中の物理ダメージを与える ※WarAgeでは効果がない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	アニマル セラピスト	technic-13485	13485	調教:スキル+20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ネコミミ フリル キャップ	調教スキルの効果とペットの取得経験値が大幅に増加する ※WarAgeでは効果がない 調教テクニックの効果がスキル+20相当される 調教効果アップの併用関係は アイテム/追加効果/併用#調教 を参照 ペットの成長率を1.2倍にする 詳しくは「 ペット#y66d9c48 」ページを参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	剛剣の使い手	technic-13486	13486		数値効果を自動抽出できませんでした	背負い大鉈	攻撃力依存のダメージが15%上昇するが、命中と回避が5%低下する ※WarAgeでは効果がない 攻撃力が上昇するわけではなくダメージそのものが約15%増加する。 魔力やスキル依存の攻撃には効果がなく、採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	愚者のアルカナ	technic-13488	13488		数値効果を自動抽出できませんでした	愚者の仮面	物まねの効果が上昇して、物まねの技ディレイが大幅に短縮される ※WarAgeでは効果がない 物まねテクニックの効果がスキル+？相当される 物まね効果アップの併用関係は アイテム/追加効果/併用#物まね を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	サメの力	technic-13487	13487	牙:スキル+15		シャーク ヘッド	牙のスキル効果と水中移動速度が上昇する ※WarAgeでは効果がない 泳ぎ速度+15、牙テクニックの効果がスキル+15相当される 牙効果アップの併用関係は アイテム/追加効果/併用#牙 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：錬成師	technic-13504	13504	命中%15% / 命中1	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	南雲ハジメ なりきりウィッグ( カラー) / 南雲ハジメ なりきりウェア( カラー) / 南雲ハジメ なりきりパンツ( カラー) / 南雲ハジメ なりきりブーツ( カラー) / 南雲ハジメ なりきりコート( カラー) / 南雲ハジメ なりきりアイパッチ( カラー)	銃器技のディレイが短縮されて、命中率が上昇し、生産品のMG枠が増加する ※WarAgeでは効果がない 命中+15%、生産MGマス+2 錬金術の極意 と併用不可 銃器スキルのディレイ-20% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：神子	technic-13505	13505	HP自然回復/分157.5/min		ユエ なりきりウィッグ( カラー) / ユエ なりきりウェア( カラー) / ユエ なりきりスカート( カラー) / ユエ なりきりシューズ( カラー) / ユエ なりきりコート( カラー)	魔法の威力が増加し、HPの自然回復が大幅に上昇する ※WarAgeでは効果がない 1分間にHPが157.5回復する(1フレーム当たり0.042) 魔法攻撃ダメージ+10% 魔力やスキル効果が上昇するわけではなくダメージそのものが約10%増加する。 効果対象の詳細は 魔法攻撃ダメージアップ を参照 魔法攻撃ダメージアップ(魔法与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#魔法攻撃ダメージアップ(魔法与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	海人族	technic-13506	13506		数値効果を自動抽出できませんでした	ミュウ なりきりウィッグ( カラー)	水属性の効果が上昇し、水中で呼吸が可能になる ※WarAgeでは効果がない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	纏雷	technic-13507	13507		数値効果を自動抽出できませんでした	ドンナー / シュラーク	魔力の20%を攻撃力に加算する ※WarAgeでは効果がない 攻撃力変換の併用関係は アイテム/追加効果/併用2#攻撃力変換 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	重力魔法	technic-13517	13517		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ミレディのぬいぐるみ( カラー)	待機モーションが変化して、持ち物の重さが軽くなる ※WarAgeでは効果がない 現在所持重量-20%	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	オルカン	technic-13508	13508		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	オルカン	専用技『 多連装ロケットランチャー 』が使用可能になる ※WarAgeでは効果がない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	生成魔法	technic-13516	13516		数値効果を自動抽出できませんでした	オルクスの指輪	全ての生産アイテムのハイグレードマスが増加する ※グレードが存在しない場合は効果が発揮されない HGマスが2増加。MGではなくHGを狙いたい一部の料理等に向いている	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：占術師	technic-13577	13577	回避%20% / 回避2		シア・ハウリア なりきりウィッグ( カラー) / シア・ハウリア なりきりウェア( カラー) / シア・ハウリア なりきりグローブ( カラー) / シア・ハウリア なりきりパンツ( カラー) / シア・ハウリア なりきりシューズ( カラー) / シア・ハウリア なりきりイヤー( カラー)	身体強化で物理ダメージが増加し、未来視で回避率が大幅に上昇する ※WarAgeでは効果がない 回避+20% 攻撃力が上昇するわけではなくダメージそのものが約10%増加する。 魔力やスキル依存の攻撃には効果がなく、採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：治癒師	technic-13578	13578	回復魔法:スキル+15 / 神秘魔法:スキル+15		白崎香織 なりきりウィッグ( カラー) / 白崎香織 なりきりローブ( カラー) / 白崎香織 なりきりアームガード( カラー) / 白崎香織 なりきりブーツ( カラー) / 白崎香織 なりきりレッグガード( カラー)	MPの消費が軽減されて、回復魔法と神秘魔法の効果が上昇する ※WarAgeでは効果がない 消費MP10%軽減、回復魔法と神秘魔法テクニックの効果がスキル+15相当される 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 神秘魔法効果アップの併用関係は アイテム/追加効果/併用#神秘魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	ドリュッケン	technic-13579	13579		数値効果を自動抽出できませんでした	ドリュッケン	通常攻撃時に追加で範囲攻撃が発動する ※WarAgeでは効果がない ボルケーノハンマーと違い、こちらは追加攻撃の際に武器の削れが発生しない またあちらは魔法ダメージだがこちらは物理ダメージ、そのため必中ではない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：剣士	technic-13615	13615	攻撃力%3% / 攻撃ディレイ-10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	八重樫雫 なりきりウィッグ( カラー) / 八重樫雫 なりきりウェア( カラー) / 八重樫雫 なりきりグローブ( カラー) / 八重樫雫 なりきりパンツ( カラー) / 八重樫雫 なりきりシューズ( カラー)	攻撃力、攻撃速度、戦闘技術の効果が上昇する ※WarAgeでは効果がない 武士の魂 と併用不可 攻撃力+3%、攻撃ディレイ-10、戦闘技術テクニックの効果がスキル+10相当される 戦闘技術効果アップの併用関係は アイテム/追加効果/併用#戦闘技術 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天職：守護者	technic-13614	13614	火属性:属性ダメージ%10% / 風属性:属性ダメージ%10%		ティオ・クラルス なりきりウィッグ( カラー) / ティオ・クラルス なりきりローブ( カラー) / ティオ・クラルス なりきりシューズ( カラー) / ティオ・クラルス なりきりショール( カラー)	火属性と風属性の効果が上昇し、ダメージを受けるとMPが回復する ※WarAgeでは効果がない 物理ダメージ被弾時にMP20回復(魔法ダメージでは回復しない、聖壁効果中でも回復する) 火・風属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 火・風属性効果アップの効果対象は アイテム/追加効果/検証#火属性ダメージアップ / アイテム/追加効果/検証#風属性ダメージアップ を参照 火・風属性効果アップの併用関係は アイテム/追加効果/併用2#火属性ダメージアップ / アイテム/追加効果/併用2#風属性ダメージアップ を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	変成魔法	technic-13616	13616	調教:スキル+20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	フリード・バグアー なりきりローブ( カラー)	調教スキルの効果とペットの取得経験値が少し上昇する ※WarAgeでは効果がない 調教テクニックの効果がスキル+20相当される 調教効果アップの併用関係は アイテム/追加効果/併用#調教 を参照 ペットの成長率を1.2倍にする 詳しくは「 ペット#y66d9c48 」ページを参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	死神候補	technic-13667	13667		数値効果を自動抽出できませんでした	死神の使い魔	死の魔法と暗黒命令の効果が15上昇する ※WarAgeでは効果がない 死の魔法効果アップの併用関係は アイテム/追加効果/併用#死の魔法 を参照 暗黒命令効果アップの併用関係は アイテム/追加効果/併用#暗黒命令 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	トンボの餌	technic-13666	13666	速度%20% / 速度2	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ジャイアント ドラゴンフライ	高速で移動する巨大なトンボに捕獲された獲物 ※WarAgeでは効果がない 移動速度+20%、テクニック発動可能、専用テクなし 高速鉄道 と併用不可、常にトンボの餌が優先	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	天使の音色	technic-13671	13671	音楽:スキル+5 / 回復魔法:スキル+5		天使のハープ	音楽と回復魔法の効果が少しだけ上昇する ※WarAgeでは効果がない 音楽と回復魔法テクニックの効果がスキル+5相当される 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 音楽効果アップの併用関係は アイテム/追加効果/併用#音楽 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	気炎万丈	technic-13675	13675	火属性:属性ダメージ%10% / ST自然回復/分41.25/min		和風の袴 / 真紅の大剣	火属性と攻撃力依存の物理ダメージが上昇して、スタミナの自然回復量が増加する ※WarAgeでは効果がない 火属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 火属性効果アップの効果対象は アイテム/追加効果/検証#火属性効果アップ を参照 火属性効果アップの併用関係は アイテム/追加効果/併用2#火属性効果アップ を参照 攻撃力が上昇するわけではなくダメージそのものが約10%増加する。 魔力やスキル依存の攻撃には効果がなく、伐採や収穫などにも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照 1分間にSTが41.25回復	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	智勇兼備	technic-13674	13674	魔力%3%		和風の飾り帯	攻撃力と魔力が上昇して、スタミナとMPの自然回復量が増加する ※WarAgeでは効果がない 攻撃力/魔力+3%、1分間にST/MPが56.25回復する(1フレーム当たり0.015)	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	武芸百般	technic-13679	13679	攻撃力%5% / 攻撃ディレイ-5		無頼漢の道衣	攻撃力と戦闘技術スキルの効果が上昇して、攻撃ディレイが短縮させる ※WarAgeでは効果がない 攻撃力+5%、攻撃ディレイ-5、戦闘技術テクニックの効果がスキル+20相当される 戦闘技術効果アップの併用関係は アイテム/追加効果/併用#戦闘技術 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	ファルコンの加護	technic-13677	13677	速度10 / ST自然回復/分41.25/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	手乗りピグミーファルコン	待機モーションが変化し、移動速度とスタミナの自然回復速度が上昇する ※WarAgeでは効果がない 移動速度+10、1分間にSTが41.25回復する(1フレーム当たり0.011)	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	英雄の翼	technic-13678	13678	破壊魔法:スキル+10 / 回復魔法:スキル+10 / 強化魔法:スキル+10 / 神秘魔法:スキル+10		ヒロイック ウイング	破壊/強化/神秘/回復の4魔法効果が上昇する ※WarAgeでは効果がない 破壊/強化/神秘/回復魔法テクニックの効果がスキル+10相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 強化魔法効果アップの併用関係は アイテム/追加効果/併用#強化魔法 を参照 神秘魔法効果アップの併用関係は アイテム/追加効果/併用#神秘魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	王の器	technic-13681	13681		数値効果を自動抽出できませんでした	プリンス ロリータ ウェア / プリンス ロリータ パンツ	全てのステータス(攻撃力、命中、回避、防御力、魔力、全属性耐性)が上昇する ※WarAgeでは効果がない 攻撃/命中/回避/防御/魔力/全耐性+3% フューチャー テクノロジー と併用可	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	ディバイン ローズ	technic-13683	13683	MP自然回復/分56.25/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ローゼン ヘイロー ティアラ	呪い、ステータスダウンの効果を打ち消して、MPの自然回復速度が上昇する ※WarAgeでは効果がない 1分間にMPが56.25回復する(1フレーム当たり0.015)	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	石魔人の力	technic-13682	13682	地属性:属性ダメージ%10%		ゴーレムの巨腕	地属性の効果と攻撃力依存の物理ダメージが増加して、防御力が10%上昇する ※WarAgeでは効果がない 攻撃力が上昇するわけではなくダメージそのものが約10%増加する。 魔力やスキル依存の攻撃には効果がなく、伐採や収穫などにも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照 地属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・buff・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 地属性ダメージアップの効果対象は アイテム/追加効果/検証#地属性ダメージアップ を参照 地属性効果アップの併用関係は アイテム/追加効果/併用2#地属性効果アップ を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	星光	technic-13686	13686	魔力%3% / 神秘魔法:スキル+15		スターライト リング	魔力と神秘魔法の効果が上昇する ※WarAgeでは効果がない 魔力+3%,神秘魔法テクニックの効果がスキル+15相当される 神秘魔法効果アップの併用関係は アイテム/追加効果/併用#神秘魔法 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	闇の王	technic-13685	13685		数値効果を自動抽出できませんでした	シャドウロード ヘッド	死の魔法と暗黒命令の効果が15上昇し、HPとMPの自然回復速度が上昇する ※WarAgeでは効果がない 1分間にHP/MPが56.25回復する(1フレーム当たり0.015) 死の魔法効果アップの併用関係は アイテム/追加効果/併用#死の魔法 を参照 暗黒命令効果アップの併用関係は アイテム/追加効果/併用#暗黒命令 を参照	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	椅子レース	technic-13684	13684	速度10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	レーシング チェア	移動速度が上昇して、待機と移動モーションが変化する ※WarAgeでは効果がない 移動速度+10、テク発動可	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
matched	クラゲエフェクト	technic-13688	13688	水属性:属性ダメージ%25%		ジェリーフィッシュ イヤリング	周囲にクラゲのエフェクトが舞い、水属性のダメージを25%軽減する ※WarAgeでは効果がない	アイテム/追加効果/常時発動3	MoE Wiki (main) - アイテム_追加効果_常時発動3(1).htm
